Id,Record,RecordName,DeletedById,DeletedDate,SobjectName,SystemModstamp
00CdM00000Cg1f8UAB,a06dM00000436MkQAI,Project Yosemite3,005dM000004WE3FQAW,1725873340000,Project,1725873340000
