Id,Name,IsActive,IsDefault,SundayStartTime,SundayEndTime,MondayStartTime,MondayEndTime,TuesdayStartTime,TuesdayEndTime,WednesdayStartTime,WednesdayEndTime,ThursdayStartTime,ThursdayEndTime,FridayStartTime,FridayEndTime,SaturdayStartTime,SaturdayEndTime,TimeZoneSidKey,SystemModstamp,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,LastViewedDate
01mdM000003h4t3QAA,Default,True,True,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,America/Los_Angeles,1720590630000,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1726224779000
