Id,IsDeleted,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,UserId,FormFactor,AppDefinitionId
0DsdM000003j2vBSAQ,False,1720590630000,005dM000004WE3FQAW,1725870715000,005dM000004WE3FQAW,1725870715000,005dM000004WE3FQAW,Large,06mdM000004AcbeQAC
