Id,CronJobDetailId,NextFireTime,PreviousFireTime,State,StartTime,EndTime,CronExpression,TimeZoneSidKey,OwnerId,LastModifiedById,CreatedById,CreatedDate,TimesTriggered
08edM00000238WFQAY,08adM00000237TjQAI,2024-09-17T08:50:00Z,2024-09-16T08:50:06Z,WAITING,2024-07-09T18:30:00Z,,"0 20 14 ? * 1,2,3,4,5,6,7",Asia/Kolkata,005dM000004WWvJQAW,005dM000004WWvJQAW,005dM000004WWvJQAW,2024-07-10T05:52:14Z,69
