Id,IsDeleted,DeveloperName,Language,MasterLabel,NamespacePrefix,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,EndpointUrl,Description,IsActive,Context,IsApplicableToConnectSrc,IsApplicableToFrameSrc,IsApplicableToImgSrc,IsApplicableToStyleSrc,IsApplicableToFontSrc,IsApplicableToMediaSrc,CanAccessCamera,CanAccessMicrophone
08ydM000000H5mTQAS,False,TrailheadHerokuBaseURL,en_US,TrailheadHerokuBaseURL,trlhdtips,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,https://trailhead-tips.herokuapp.com,Trailhead Playground Base URL for the Heroku app.,True,All,True,True,True,True,True,True,False,False
08ydM000000IxeLQAS,False,help_salesforce_com,en_US,help_salesforce_com,,1720782232000,005dM000004WE3FQAW,1720782232000,005dM000004WE3FQAW,1720782232000,help.salesforce.com,Allow images from Salesforce Help,True,All,False,False,True,False,False,False,False,False
