Id,SystemModstamp,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,Name,Description,IsActive,IsPublished
09adM000000vRebQAE,1720590630000,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,Internal Zone,,True,False
