Id,IsDeleted,OwnerId,FolderId,FolderName,Title,DeveloperName,NamespacePrefix,Description,LeftSize,MiddleSize,RightSize,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,RunningUserId,TitleColor,TitleSize,TextColor,BackgroundStart,BackgroundEnd,BackgroundDirection,Type,LastViewedDate,LastReferencedDate,DashboardResultRefreshedDate,DashboardResultRunningUser,ColorPalette,ChartTheme
01ZdM000001RcVFUA0,False,005dM000004WE3FQAW,005dM000004WE3FQAW,Private Dashboards,Sales Manager DashBoard,EobdESEpXflltqaqWdRFXoywPpluIM,,,Medium,Medium,Medium,2024-07-15T07:05:39Z,005dM000004WE3FQAW,2024-07-15T07:05:39Z,005dM000004WE3FQAW,2024-07-15T07:05:39Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,2024-07-15T07:05:42Z,2024-07-15T07:05:42Z,,,unity,light
01ZdM000001Rcv3UAC,False,005dM000004WE3FQAW,005dM000004WE3FQAW,Private Dashboards,Leads Dashboard,czjdrIxhtfDEVmPyKOfgMiobrAEKeC,,,Medium,Medium,Medium,2024-07-15T07:09:27Z,005dM000004WE3FQAW,2024-07-15T07:10:52Z,005dM000004WE3FQAW,2024-07-15T07:10:52Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,2024-07-15T07:10:55Z,2024-07-15T07:10:55Z,,,unity,light
01ZdM000001RdvxUAC,False,005dM000004WE3FQAW,005dM000004WE3FQAW,Private Dashboards,Big Deals,HiJvxxFAHbHRecABfFfjyvzqBsRkkD,,,Medium,Medium,Medium,2024-07-15T07:16:59Z,005dM000004WE3FQAW,2024-07-15T07:17:26Z,005dM000004WE3FQAW,2024-07-15T07:17:26Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,2024-09-16T12:14:33Z,2024-09-16T12:14:33Z,,,unity,light
01ZdM000001adv7UAA,False,005dM000004WE3FQAW,005dM000004WE3FQAW,Private Dashboards,Suggestions Dashboard,IFzwymZpuriztfJbGoVGeHhvIJFeBO,,,Medium,Medium,Medium,2024-07-23T07:22:50Z,005dM000004WE3FQAW,2024-07-23T07:24:41Z,005dM000004WE3FQAW,2024-07-23T07:24:41Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,2024-07-23T07:24:44Z,2024-07-23T07:24:44Z,,,unity,light
01ZdM000001bqofUAA,False,005dM000004WE3FQAW,00ldM000004lmOgQAI,Salesforce Adoption Dashboards,1 - User Adoption (Logins),X1_User_Adoption_Logins,,,Medium,Medium,Medium,2024-07-24T09:28:43Z,005dM000004WE3FQAW,2024-07-24T09:28:43Z,005dM000004WE3FQAW,2024-07-24T09:28:43Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,2024-07-24T11:58:38Z,2024-07-24T11:58:38Z,,,,
01ZdM000001bqogUAA,False,005dM000004WE3FQAW,00ldM000004lmOgQAI,Salesforce Adoption Dashboards,2 - Key Feature Adoption,X2_Key_Feature_Adoption,,,Medium,Medium,Medium,2024-07-24T09:28:43Z,005dM000004WE3FQAW,2024-07-24T09:28:43Z,005dM000004WE3FQAW,2024-07-24T09:28:43Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,,,,,,
01ZdM000001bqohUAA,False,005dM000004WE3FQAW,00ldM000004lmOgQAI,Salesforce Adoption Dashboards,3 - Sales & Marketing Adoption,X3_Sales_Marketing_Adoption,,,Medium,Medium,Medium,2024-07-24T09:28:44Z,005dM000004WE3FQAW,2024-07-24T09:28:44Z,005dM000004WE3FQAW,2024-07-24T09:28:44Z,005dM000004WE3FQAW,0,12,0,16777215,16777215,Diagonal,SpecifiedUser,,,,,,
