Id,IsDeleted,Name,ParentId,Type,Status,StartDate,EndDate,ExpectedRevenue,BudgetedCost,ActualCost,ExpectedResponse,NumberSent,IsActive,Description,NumberOfLeads,NumberOfConvertedLeads,NumberOfContacts,NumberOfResponses,NumberOfOpportunities,NumberOfWonOpportunities,AmountAllOpportunities,AmountWonOpportunities,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,CampaignMemberRecordTypeId,DB_Campaign_Tactic__c
701dM00000HEmsAQAT,False,"User Conference - Jun 17-19, 2002",,Conference,Planned,2018-05-31,2018-06-02,5500000.0,100000.0,,15.0,40000.0,True,,0,0,0,0,0,0,0.0,0.0,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,,,,
701dM00000HEmsBQAT,False,"GC Product Webinar - Jan 7, 2002",,Webinar,Completed,2017-12-21,2017-12-21,3000000.0,10000.0,11400.0,10.0,5000.0,True,,0,0,0,0,0,0,0.0,0.0,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,,,,
701dM00000HEmsCQAT,False,"DM Campaign to Top Customers - Nov 12-23, 2001",,Direct Mail,Completed,2017-10-26,2017-11-06,2500000.0,25000.0,23500.0,7.0,15000.0,True,,0,0,0,0,0,0,0.0,0.0,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,,,,
701dM00000HEmsDQAT,False,"International Electrical Engineers Association Trade Show - Mar 4-5, 2002",,Trade Show,Planned,2018-02-15,2018-02-16,8500000.0,50000.0,,0.0,0.0,True,,0,0,0,0,0,0,0.0,0.0,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,,,,
