Id,Name,DeveloperName,NamespacePrefix,SobjectType,IsSoqlCompatible,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate
00BdM000009f4HqUAI,fct0Db41000003I27SCASAmt1Qty0Quota1Pred0,fct0Db41000003I27SCASAmt1Qty0Quota1Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HrUAI,fct0Db41000003I27RCASAmt0Qty1Quota0Pred0,fct0Db41000003I27RCASAmt0Qty1Quota0Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HsUAI,fct0Db41000003I27RCASAmt0Qty1Quota1Pred0,fct0Db41000003I27RCASAmt0Qty1Quota1Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HtUAI,fct0Db41000003I27SCASAmt1Qty0Quota0Pred0,fct0Db41000003I27SCASAmt1Qty0Quota0Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HuUAI,fct0Db41000003I27TCASAmt0Qty1Quota0Pred0,fct0Db41000003I27TCASAmt0Qty1Quota0Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HvUAI,fct0Db41000003I27TCASAmt0Qty1Quota1Pred0,fct0Db41000003I27TCASAmt0Qty1Quota1Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HwUAI,fct0Db41000003I27UCASAmt1Qty0Quota0Pred0,fct0Db41000003I27UCASAmt1Qty0Quota0Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HxUAI,fct0Db41000003I27UCASAmt1Qty0Quota1Pred0,fct0Db41000003I27UCASAmt1Qty0Quota1Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HyUAI,fct0Db41000003I27VCASAmt0Qty1Quota0Pred0,fct0Db41000003I27VCASAmt0Qty1Quota0Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HzUAI,fct0Db41000003I27VCASAmt0Qty1Quota1Pred0,fct0Db41000003I27VCASAmt0Qty1Quota1Pred0,,ForecastingItemPivot,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4JKUAY,All,AllGroupMembers,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePu3UAE,All,GtwyProvPaymentMethodType,,GtwyProvPaymentMethodType,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4InUAI,All,All,,GuestUserAnomalyEventStore,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4ISUAY,Last 7 Days,Ideas_Last_7_Days,,Idea,True,1720590630000,,1720590630000,,1720590630000,,
00BdM000009ePuCUAU,All Incidents (Default),AllIncidentsDefault,,Incident,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4IHUAY,All Individuals,All_Individuals,,Individual,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4IIUAY,__MISSING LABEL__ PropertyFile - val InfoAuthRequestForm_AllInfoAuthRequestForms not found in section FilterNames,All_InfoAuthRequestForms,,InfoAuthRequestForm,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4JGUAY,All,AllInheritedRules,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IOUAY,All Flows,All_Sparks,,InteractionLayoutDetail,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IPUAY,Active Flows,Active_Sparks,,InteractionLayoutDetail,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IQUAY,Inactive Flows,Inactive_Sparks,,InteractionLayoutDetail,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IRUAY,Active Flows Using an Older Version,Out_Of_Date_Sparks,,InteractionLayoutDetail,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4ICUAY,All Interaction Related Accounts,All_InteractionRelatedAccounts,,InteractionRelatedAccount,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4IDUAY,Recently Viewed Interaction Related Accounts,My_RecentInteractionRelatedAccounts,,InteractionRelatedAccount,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HMUAY,All Internal Organization Units,AllInternalOrganizationUnits,,InternalOrganizationUnit,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HTUAY,All Invoices,All,,Invoice,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HUUAY,My Invoices,mine,,Invoice,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4K5UAI,All,AllUserRoles,,UserRole,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JNUAY,My Leads,MyLeads,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JwUAI,All,AllLeadSharing,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4K8UAI,All,AllLeadShareDetails,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4HAUAY,All Legal Entities,All,,LegalEntity,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HBUAY,My Legal Entities,mine,,LegalEntity,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4J3UAI,Active Mass Emails,ActiveMassEmails,,MassMail,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JsUAI,All Mass Emails,AllMassEmails,,MassMail,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePuxUAE,All messaging channels,AllMessagingChannels,,MessagingChannel,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4JFUAY,All,AllCaseSharing,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J1UAI,All Draft Orders,AllDraftOrders,,Order,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J2UAI,All Activated Orders,AllActivatedOrders,,Order,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JmUAI,All Orders,AllOrders,,Order,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JBUAY,All Outbound Messages,AllOutboundMessages,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4K6UAI,All,AllOppShareDetails,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePurUAE,All,OrderPaymentSummary,,OrderPaymentSummary,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePv8UAE,All Order Summaries,all_order_summaries,,OrderSummary,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePumUAE,All Party Consents,All_PartyConsents,,PartyConsent,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePv5UAE,All Payments,Payment,,Payment,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePu5UAE,All Payment Authorization Adjustments,PaymentAuthAdjustment,,PaymentAuthAdjustment,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009ePv7UAE,All Payment Authorizations,PaymentAuthorization,,PaymentAuthorization,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePv2UAE,All Payment Gateways,PaymentGateway,,PaymentGateway,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePuyUAE,All Payment Gateway Logs,PaymentGatewayLog,,PaymentGatewayLog,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePv3UAE,All,PaymentGroup,,PaymentGroup,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePv4UAE,All,PaymentLineInvoice,,PaymentLineInvoice,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JnUAI,Standard Price Book,StandardPriceBook,,PricebookEntry,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JqUAI,Standard,Standard,,PricebookEntry,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4K4UAI,All,AllPricebookShareDetails,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4H3UAI,All Process Exceptions,all_process_exceptions,,ProcessException,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4JeUAI,All Products,AllProducts,,Product2,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvDUAU,All Catalogs,All_Product_Catalogs_List_View,,ProductCatalog,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvCUAU,All Categories,All_Product_Categories_List_View,,ProductCategory,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvEUAU,Category Hierarchies,Org_ProductCategory_Hierarchy,,ProductCategory,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IBUAY,All product relationship types,AllProductRelationshipTypes,,ProductRelationshipType,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePtuUAE,All Profiles,All_Profiles,,Profile,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1721381739000.0,1721381739000.0
00BdM000009f4JHUAY,All,AllPublicGroups,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IgUAI,My Stale Contacts,MyStaleContacts,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePtvUAE,All,AllQueues,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IuUAI,My In Approval Contracts,MyInApprovalContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IvUAI,All Activated Contracts,AllActivatedContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IwUAI,My Draft Contracts,MyDraftContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IxUAI,All Draft Contracts,AllDraftContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IyUAI,All In Approval Contracts,AllInApprovalContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IzUAI,My Activated Contracts,MyActivatedContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JiUAI,All Contracts,AllContracts,,Contract,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePu8UAE,All Recommendations,All_Recommendations,,Recommendation,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePuzUAE,All Refunds,Refund,,Refund,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePv1UAE,All,RefundLinePayment,,RefundLinePayment,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePunUAE,All,All,,ReportAnomalyEventStore,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePv9UAE,All Sales Channel,all_sales_channel,,SalesChannel,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KOUAY,All Scorecards,AllScorecards,,Scorecard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KPUAY,My Scorecards,MyScorecards,,Scorecard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KQUAY,Recently Viewed Scorecards,RecentlyViewedScorecards,,Scorecard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4HVUAY,All Sellers,All_Sellers,,Seller,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4I8UAI,All Service Appointment Groups,All_ServiceAppointmentGroups,,ServiceAppointmentGroup,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I9UAI,Recently Viewed Service Appointment Groups,My_RecentServiceAppointmentGroups,,ServiceAppointmentGroup,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePuFUAU,All Service Contracts,All_ServiceContracts,,ServiceContract,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I4UAI,All Service Territory Relationships,All_ServiceTerritoryRelationships,,ServiceTerritoryRelationship,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I5UAI,Recently Viewed Service Territory Relationships,My_RecentServiceTerritoryRelationships,,ServiceTerritoryRelationship,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePupUAE,All,All,,SessionHijackingEventStore,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePuDUAU,All Social Personas,AllSocialPersonas,,SocialPersona,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4ITUAY,All social posts,AllSocialPosts,,SocialPost,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4H1UAI,My Surveys,My Surveys,,Survey,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JVUAY,My Cases,MyCases,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KRUAY,Overdue Tasks,OverdueTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KVUAY,Open Tasks,OpenTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KWUAY,Today's Tasks,TodaysTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KXUAY,Delegated Tasks,DelegatedTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KYUAY,Recently Completed Tasks,CompletedTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KZUAY,Recurring Tasks,RecurringTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KaUAI,Unscheduled Tasks,UnscheduledTasks,,Task,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4K1UAI,All,AllTerritories,,Territory,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePuqUAE,All,All,,ThreatDetectionFeedback,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePu7UAE,All Content Topics,All_Content_Topic_Filter,,Topic,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KbUAI,All Topics,All_Topics_Filter,,Topic,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009edsMUAQ,All My Record Labels,All_Record_Labels,,UserDefinedLabel,True,1720590749000,005dM000004WWvKQAW,1720590749000,005dM000004WWvKQAW,1720590749000,,
00BdM000009f4J0UAI,Active Users,ActiveUsers,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JjUAI,All Workflow Rules,AllWorkflowRules,,WorkflowRule,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J9UAI,All Workflow Field Updates,AllWorkflowFieldUpdates,,ActionFieldUpdate,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvGUAU,All Active Carts,All_WebCarts,,WebCart,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvJUAU,My Active Carts,Owned_WebCarts,,WebCart,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvAUAU,All Stores,All_Commerce_Stores_Filter,,WebStore,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePvBUAU,All Store Configurations,All_Commerce_Store_Template_Filter,,WebStoreTemplate,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePutUAE,Recognition,ALL_LIGHTNING_COMMUNITIES_UNEARNED_BADGES,,WorkBadgeDefinition,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4HIUAY,All Work Contracts,AllWorkContracts,,WorkContract,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KHUAY,All Feedback,All,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KIUAY,New Feedback Requests,NewRequests,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KJUAY,New Feedback Replies,NewReplies,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KKUAY,Feedback About Me,AboutMe,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KLUAY,Feedback About My Team,AboutMyTeam,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KMUAY,Feedback About Others,AboutOthers,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KSUAY,Feedback About Topics,AboutTopics,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KTUAY,Declined Feedback Requests,DeclinedRequests,,WorkFeedbackRequest,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KBUAY,All Feedback Templates,All,,WorkFeedbackTemplate,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePu9UAE,All Work Orders,All_WorkOrders,,WorkOrder,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009ePuAUAU,My Work Orders,My_WorkOrders,,WorkOrder,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009ePuBUAU,Recently Viewed Work Orders,My_RecentWorkOrders,,WorkOrder,True,1720590630000,005dM000004WWvLQAW,1720590630000,005dM000004WWvLQAW,1720590630000,,
00BdM000009f4I1UAI,All Work Procedures,All_Workprocedures,,WorkProcedure,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I2UAI,Recently Viewed Work Procedures,My_RecentWorkprocedures,,WorkProcedure,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I0UAI,Recently Viewed Work Procedure Steps,My_RecentWorkProcedureSteps,,WorkProcedureStep,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I3UAI,All Work Procedure Steps,All_WorkProcedureSteps,,WorkProcedureStep,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I6UAI,All Work Type Extensions,All_WorkTypeExtensions,,WorkTypeExtension,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4I7UAI,Recently Viewed Work Type Extensions,My_RecentWorkTypeExtensions,,WorkTypeExtension,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4J8UAI,Items to Approve,ItemsToApprove,,ProcessInstanceWorkitem,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JhUAI,All Tasks,AllWorkflowTasks,,ActionTask,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JgUAI,All Email Alerts,AllWorkflowAlerts,,ActionEmail,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JkUAI,All Users,AllUsers,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J7UAI,All,All,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IeUAI,New This Week,NewThisWeek,,Account,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4ImUAI,New Last Week,NewLastWeek,,Account,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J6UAI,Platinum and Gold SLA Customers,PlatinumandGoldSLACustomers,,Account,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JLUAY,Recently Viewed Accounts,RecentlyViewedAccounts,,Account,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JMUAY,All Accounts,AllAccounts,,Account,True,1720590630000,005dM000004WE3FQAW,1722403700000,005dM000004WE3FQAW,1722403700000,1722403701000.0,1722403701000.0
00BdM000009f4JSUAY,My Accounts,MyAccounts,,Account,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009srADUAY,Channel Customers,Channel_Customers,,Account,True,1720682764000,005dM000004WE3FQAW,1720683244000,005dM000004WE3FQAW,1720683244000,1720683268000.0,1720683268000.0
00BdM000009t8UPUAY,High Probability Opportunities,High_Probability_Opportunities,,Account,True,1720684254000,005dM000004WE3FQAW,1720684254000,005dM000004WE3FQAW,1720684254000,1720684255000.0,1720684255000.0
00BdM000009ePtrUAE,All Contacts,AllContacts,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720692940000.0,1720692940000.0
00BdM000009f4IYUAY,New Last Week,NewLastWeek,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720692940000.0,1720692940000.0
00BdM000009f4IhUAI,New This Week,NewThisWeek,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720692940000.0,1720692940000.0
00BdM000009f4IjUAI,Birthdays This Month,BirthdaysThisMonth,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720692940000.0,1720692940000.0
00BdM000009f4JPUAY,Recently Viewed Contacts,RecentlyViewedContacts,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JaUAI,My Contacts,MyContacts,,Contact,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720692940000.0,1720692940000.0
00BdM000009f4IWUAY,All Reviewed Solutions,AllReviewedSolutions,,Solution,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IkUAI,All Unreviewed Solutions,AllUnreviewedSolutions,,Solution,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JXUAY,Most Commonly Used,MostCommonlyUsed,,Solution,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JYUAY,Recently Viewed Solutions,RecentlyViewedSolutions,,Solution,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
