Id,SystemModstamp,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,Name,Description,IsActive,IsPublished
09adM000000vRebQAE,2024-07-10T05:50:30Z,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-07-10T05:50:30Z,005dM000004WE3FQAW,Internal Zone,,True,False
