Id,Name,SobjectType,Active,CreatedById,CreatedDate,LastModifiedById,LastModifiedDate,SystemModstamp
01QdM0000011e1HUAQ,Standard,Case,True,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
01QdM0000011e1GUAQ,Standard,Lead,True,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
