Id,UsersId,FullUserAgent,ProxyInfo,LastUpdate,CreatedDate
713dM000003aeiCQAQ,005dM000004WE3FQAW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",,1726458791000,1720591655000
713dM000006uJe1QAE,005dM000004WE3FQAW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",,1726147847000,1725942877000
