Id,IsDeleted,DeveloperName,Language,MasterLabel,NamespacePrefix,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,EndpointUrl,Description,IsActive,Context,IsApplicableToConnectSrc,IsApplicableToFrameSrc,IsApplicableToImgSrc,IsApplicableToStyleSrc,IsApplicableToFontSrc,IsApplicableToMediaSrc,CanAccessCamera,CanAccessMicrophone
08ydM000000H5mTQAS,False,TrailheadHerokuBaseURL,en_US,TrailheadHerokuBaseURL,trlhdtips,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-07-10T05:50:30Z,https://trailhead-tips.herokuapp.com,Trailhead Playground Base URL for the Heroku app.,True,All,True,True,True,True,True,True,False,False
08ydM000000IxeLQAS,False,help_salesforce_com,en_US,help_salesforce_com,,2024-07-12T11:03:52Z,005dM000004WE3FQAW,2024-07-12T11:03:52Z,005dM000004WE3FQAW,2024-07-12T11:03:52Z,help.salesforce.com,Allow images from Salesforce Help,True,All,False,False,True,False,False,False,False,False
