Id,Name,Division,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,Fax,PrimaryContact,DefaultLocaleSidKey,TimeZoneSidKey,LanguageLocaleKey,ReceivesInfoEmails,ReceivesAdminInfoEmails,PreferencesRequireOpportunityProducts,PreferencesTransactionSecurityPolicy,PreferencesConsentManagementEnabled,PreferencesAutoSelectIndividualOnMerge,PreferencesLightningLoginEnabled,PreferencesOnlyLLPermUserAllowed,FiscalYearStartMonth,UsesStartDateAsFiscalYearName,DefaultAccountAccess,DefaultContactAccess,DefaultOpportunityAccess,DefaultLeadAccess,DefaultCaseAccess,DefaultCalendarAccess,DefaultPricebookAccess,DefaultCampaignAccess,SystemModstamp,ComplianceBccEmail,UiSkin,SignupCountryIsoCode,TrialExpirationDate,NumKnowledgeService,OrganizationType,NamespacePrefix,InstanceName,IsSandbox,WebToCaseDefaultOrigin,MonthlyPageViewsUsed,MonthlyPageViewsEntitlement,IsReadOnly,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById
00DdM0000078k5rUAA,Saint Gobain,,,,,,IN,,,,"OrderedDict([('city', None), ('country', 'IN'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', None), ('street', None)])",,,Rahul Fatnani,en_IN,Asia/Kolkata,en_US,True,True,False,False,True,False,True,False,1,False,Edit,ControlledByParent,Edit,ReadEditTransfer,ReadEditTransfer,HideDetailsInsert,ReadSelect,All,2024-09-05T19:56:52.000+0000,,Theme3,IN,,2,Developer Edition,,IND136,False,Web,0,0,False,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-22T06:11:36.000+0000,005dM000004WE3FQAW
