Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,PromptVersionId,UserId,TimesDisplayed,TimesActionTaken,TimesDismissed,LastDisplayDate,LastResult,LastResultDate,StepNumber,StepCount,SnoozeUntil,TimesSnoozed
0budM000004GEG2QAO,005dM000004WE3FQAW,False,PromptAction,1720782801000,005dM000004WE3FQAW,1720782805000,005dM000004WE3FQAW,1720782805000,0btdM000004TYonQAG,005dM000004WE3FQAW,1,,1.0,1720782801000,Dismiss,1720782805000,,,,
0budM000004OHwfQAG,005dM000004WE3FQAW,False,PromptAction,1721020214000,005dM000004WE3FQAW,1721020230000,005dM000004WE3FQAW,1721020230000,0btdM000004TgeHQAS,005dM000004WE3FQAW,1,,1.0,1721020214000,Dismiss,1721020230000,,,,
0budM0000051oEbQAI,005dM000004WE3FQAW,False,PromptAction,1722245839000,005dM000004WE3FQAW,1723025615000,005dM000004WE3FQAW,1723025615000,0btdM000004TVXZQA4,005dM000004WE3FQAW,4,,1.0,1723025612000,Dismiss,1723025615000,1.0,5.0,,
0budM0000059CGnQAM,005dM000004WE3FQAW,False,PromptAction,1722494931000,005dM000004WE3FQAW,1722494931000,005dM000004WE3FQAW,1722494931000,0btdM000004TVXoQAO,005dM000004WE3FQAW,1,,,1722494931000,NoAction,1722494931000,1.0,5.0,,
0budM000005RELyQAO,005dM000004WE3FQAW,False,PromptAction,1723186158000,005dM000004WE3FQAW,1723455302000,005dM000004WE3FQAW,1723455302000,0btdM000004TVXeQAO,005dM000004WE3FQAW,2,,,1723455302000,NoAction,1723455302000,1.0,5.0,,
