Id,MetricsDate,PageName,Browser,SystemModstamp,RecordCountEPT,TotalCount,SumEPT,EptBinUnder3,EptBin3To5,EptBin5To8,EptBin8To10,EptBinOver10
3mKdM000000FS5KUAW,2024-07-17,unknown unknown,CHROME,2024-07-18T04:08:45Z,1,6,2874,1,0,0,0,0
3mKdM000000FT7TUAW,2024-07-17,Opportunity Record List,CHROME,2024-07-18T04:08:45Z,1,1,827,1,0,0,0,0
3mKdM000000FTFLUA4,2024-07-17,Contact sfa:inspectionDesktopObjectHome,CHROME,2024-07-18T04:08:45Z,0,2,0,0,0,0,0,0
3mKdM000000FWHfUAO,2024-07-17,Opportunity sfa:inspectionDesktopObjectHome,CHROME,2024-07-18T04:08:45Z,0,1,0,0,0,0,0,0
3mKdM000000FZnvUAG,2024-07-18,unknown unknown,CHROME,2024-07-19T03:47:31Z,3,5,12155,0,2,1,0,0
3mKdM000000FaQHUA0,2024-07-18,onesetup:baseHomePage,CHROME,2024-07-19T03:47:31Z,12,14,18492,11,1,0,0,0
3mKdM000000FallUAC,2024-07-18,PermissionSet setup_platform_perms:currentAssignmentsPage,CHROME,2024-07-19T03:47:31Z,2,2,2982,2,0,0,0,0
3mKdM000000FbSyUAK,2024-07-18,objectManager:objectList,CHROME,2024-07-19T03:47:31Z,2,2,2690,2,0,0,0,0
3mKdM000000FcSkUAK,2024-07-18,objectManager:setupAlohaPage,CHROME,2024-07-19T03:47:31Z,1,1,1302,1,0,0,0,0
3mKdM000000Fg48UAC,2024-07-18,onesetup:setupAlohaPage,CHROME,2024-07-19T03:47:31Z,102,116,218719,86,14,2,0,0
3mKdM000000FhCgUAK,2024-07-18,setup_platform_perms:userManagementSettings,CHROME,2024-07-19T03:47:31Z,2,3,2497,2,0,0,0,0
3mKdM000000FhD4UAK,2024-07-18,objectManager:objectDetailPage,CHROME,2024-07-19T03:47:31Z,9,9,15305,9,0,0,0,0
3mKdM000000FmvgUAC,2024-07-18,PermissionSet setup_platform_perms:manageAssignmentsPage,CHROME,2024-07-19T03:47:31Z,0,1,0,0,0,0,0,0
3mKdM000000FppyUAC,2024-07-18,setup_platform_perms:psaResultPage,CHROME,2024-07-19T03:47:31Z,1,1,442,1,0,0,0,0
3mKdM000000G0uWUAS,2024-07-19,onesetup:baseHomePage,CHROME,2024-07-20T04:00:02Z,3,4,4442,3,0,0,0,0
3mKdM000000G1RJUA0,2024-07-19,unknown unknown,CHROME,2024-07-20T04:00:02Z,0,2,0,0,0,0,0,0
3mKdM000000G2YLUA0,2024-07-19,setup_platform_perms:userManagementSettings,CHROME,2024-07-20T04:00:02Z,1,4,1508,1,0,0,0,0
3mKdM000000G3FhUAK,2024-07-19,onesetup:setupAlohaPage,CHROME,2024-07-20T04:00:02Z,15,24,44539,9,4,2,0,0
3mKdM000000GMjHUAW,2024-07-22,objectManager:objectDetailPage,CHROME,2024-07-23T03:46:17Z,17,20,18955,17,0,0,0,0
3mKdM000000GNWSUA4,2024-07-22,onesetup:setupAlohaPage,CHROME,2024-07-23T03:46:17Z,37,42,30025,37,0,0,0,0
3mKdM000000GOXhUAO,2024-07-22,setup_platform_perms:userManagementSettings,CHROME,2024-07-23T03:46:17Z,1,1,761,1,0,0,0,0
3mKdM000000GQ4rUAG,2024-07-22,objectManager:objectList,CHROME,2024-07-23T03:46:17Z,3,4,3127,3,0,0,0,0
3mKdM000000GQgIUAW,2024-07-22,onesetup:baseHomePage,CHROME,2024-07-23T03:46:17Z,5,6,5235,5,0,0,0,0
3mKdM000000GRVqUAO,2024-07-22,unknown unknown,CHROME,2024-07-23T03:46:17Z,0,3,0,0,0,0,0,0
3mKdM000000GSdVUAW,2024-07-22,objectManager:setupAlohaPage,CHROME,2024-07-23T03:46:17Z,1,1,888,1,0,0,0,0
3mKdM000000GcJGUA0,2024-07-23,Account one:recordActionWrapper,CHROME,2024-07-24T03:39:12Z,1,2,2357,1,0,0,0,0
3mKdM000000GdfbUAC,2024-07-23,process_home:flowListView,CHROME,2024-07-24T03:39:12Z,1,2,1890,1,0,0,0,0
3mKdM000000GeaHUAS,2024-07-23,Report Reports,CHROME,2024-07-24T03:39:12Z,1,3,2297,1,0,0,0,0
3mKdM000000GfJKUA0,2024-07-23,Opportunity Record,CHROME,2024-07-24T03:39:12Z,1,1,3739,0,1,0,0,0
3mKdM000000GfRnUAK,2024-07-23,onesetup:setupAlohaPage,CHROME,2024-07-24T03:39:12Z,26,43,32362,26,0,0,0,0
3mKdM000000GfptUAC,2024-07-23,Account sfa:inspectionDesktopObjectHome,CHROME,2024-07-24T03:39:12Z,0,2,0,0,0,0,0,0
3mKdM000000GhFdUAK,2024-07-23,Report,CHROME,2024-07-24T03:39:12Z,3,3,4680,3,0,0,0,0
3mKdM000000GicRUAS,2024-07-23,Account Record,CHROME,2024-07-24T03:39:12Z,7,9,15144,6,1,0,0,0
3mKdM000000GinpUAC,2024-07-23,objectManager:setupAlohaPage,CHROME,2024-07-24T03:39:12Z,3,5,3789,3,0,0,0,0
3mKdM000000GiowUAC,2024-07-23,setupnav:appManager,CHROME,2024-07-24T03:39:12Z,0,1,0,0,0,0,0,0
3mKdM000000GixYUAS,2024-07-23,onesetup:baseHomePage,CHROME,2024-07-24T03:39:12Z,8,14,6175,8,0,0,0,0
3mKdM000000GjEZUA0,2024-07-23,objectManager:objectList,CHROME,2024-07-24T03:39:12Z,9,10,11922,9,0,0,0,0
3mKdM000000GjzqUAC,2024-07-23,Project__c one:recordActionWrapper,CHROME,2024-07-24T03:39:12Z,1,2,3023,0,1,0,0,0
3mKdM000000Gl0yUAC,2024-07-23,unknown unknown,CHROME,2024-07-24T03:39:12Z,1,3,3256,0,1,0,0,0
3mKdM000000GlnIUAS,2024-07-23,Report Builder,CHROME,2024-07-24T03:39:12Z,0,1,0,0,0,0,0,0
3mKdM000000GloBUAS,2024-07-23,Suggestion__c Record,CHROME,2024-07-24T03:39:12Z,1,1,1087,1,0,0,0,0
3mKdM000000GmaQUAS,2024-07-23,Suggestion__c Record List,CHROME,2024-07-24T03:39:12Z,4,14,5386,4,0,0,0,0
3mKdM000000Gmg7UAC,2024-07-23,Report Report Builder,CHROME,2024-07-24T03:39:12Z,2,2,5169,2,0,0,0,0
3mKdM000000GnhIUAS,2024-07-23,Projects__r Related Lists,CHROME,2024-07-24T03:39:12Z,1,1,256,1,0,0,0,0
3mKdM000000GoovUAC,2024-07-23,objectManager:objectDetailPage,CHROME,2024-07-24T03:39:12Z,41,57,62869,40,1,0,0,0
3mKdM000000GpOPUA0,2024-07-23,Dashboards,CHROME,2024-07-24T03:39:12Z,2,2,940,2,0,0,0,0
3mKdM000000GpqjUAC,2024-07-23,Suggestion__c one:recordActionWrapper,CHROME,2024-07-24T03:39:12Z,4,8,2679,4,0,0,0,0
3mKdM000000GpuWUAS,2024-07-23,Account Record List,CHROME,2024-07-24T03:39:12Z,2,5,2770,2,0,0,0,0
3mKdM000000Gq1cUAC,2024-07-23,Dashboard,CHROME,2024-07-24T03:39:12Z,5,7,6256,5,0,0,0,0
3mKdM000000GsNGUA0,2024-07-24,Folder,CHROME,2024-07-25T04:01:35Z,0,1,0,0,0,0,0,0
3mKdM000000GtBDUA0,2024-07-24,trlhdtips__Welcome Custom Lightning Component,CHROME,2024-07-25T04:01:35Z,1,2,1150,1,0,0,0,0
3mKdM000000GtFIUA0,2024-07-24,trlhdtips__Get_Your_Login_Credentials Custom Lightning Component,CHROME,2024-07-25T04:01:35Z,1,1,516,1,0,0,0,0
3mKdM000000H1pWUAS,2024-07-24,trlhdtips__Install_a_Package Custom Lightning Component,CHROME,2024-07-25T04:01:35Z,1,1,585,1,0,0,0,0
3mKdM000000H2CLUA0,2024-07-24,Dashboard,CHROME,2024-07-25T04:01:35Z,1,1,1217,1,0,0,0,0
3mKdM000000H2DdUAK,2024-07-24,Dashboard Dashboards,CHROME,2024-07-25T04:01:35Z,1,1,410,1,0,0,0,0
3mKdM000000H2E6UAK,2024-07-24,onesetup:setupAlohaPage,CHROME,2024-07-25T04:01:35Z,0,1,0,0,0,0,0,0
3mKdM000000H7ZLUA0,2024-07-24,unknown unknown,CHROME,2024-07-25T04:01:35Z,0,1,0,0,0,0,0,0
3mKdM000000H7ZpUAK,2024-07-24,onesetup:baseHomePage,CHROME,2024-07-25T04:01:35Z,1,1,940,1,0,0,0,0
3mKdM000000HBpcUAG,2024-07-25,objectManager:objectList,CHROME,2024-07-26T04:19:18Z,1,1,779,1,0,0,0,0
3mKdM000000HCloUAG,2024-07-25,objectManager:setupAlohaPage,CHROME,2024-07-26T04:19:18Z,1,1,1225,1,0,0,0,0
3mKdM000000HJALUA4,2024-07-25,trlhdtips__Welcome Custom Lightning Component,CHROME,2024-07-26T04:19:18Z,0,1,0,0,0,0,0,0
3mKdM000000HKP4UAO,2024-07-25,objectManager:objectDetailPage,CHROME,2024-07-26T04:19:18Z,8,8,12103,8,0,0,0,0
3mKdM000000HMueUAG,2024-07-25,onesetup:setupAlohaPage,CHROME,2024-07-26T04:19:18Z,1,1,749,1,0,0,0,0
3mKdM000000HrXjUAK,2024-07-29,trlhdtips__Welcome Custom Lightning Component,CHROME,2024-07-30T04:27:16Z,1,1,850,1,0,0,0,0
3mKdM000000HtntUAC,2024-07-29,objectManager:objectDetailPage,CHROME,2024-07-30T04:27:16Z,4,4,7458,4,0,0,0,0
3mKdM000000HuBrUAK,2024-07-29,Home,CHROME,2024-07-30T04:27:16Z,1,1,3044,0,1,0,0,0
3mKdM000000I3r4UAC,2024-07-29,objectManager:objectList,CHROME,2024-07-30T04:27:16Z,1,1,1596,1,0,0,0,0
3mKdM000000I3wGUAS,2024-07-29,onesetup:baseHomePage,CHROME,2024-07-30T04:27:16Z,1,1,1607,1,0,0,0,0
3mKdM000000I73oUAC,2024-07-30,Home,CHROME,2024-07-31T04:22:42Z,11,11,15099,10,1,0,0,0
3mKdM000000IBPuUAO,2024-07-30,House__c Record,CHROME,2024-07-31T04:22:42Z,1,2,1676,1,0,0,0,0
3mKdM000000IIh6UAG,2024-07-30,onesetup:baseHomePage,CHROME,2024-07-31T04:22:42Z,3,6,2514,3,0,0,0,0
3mKdM000000IIxXUAW,2024-07-30,House__c Record List,CHROME,2024-07-31T04:22:42Z,5,7,3892,5,0,0,0,0
3mKdM000000IKBeUAO,2024-07-30,House__c one:recordActionWrapper,CHROME,2024-07-31T04:22:42Z,1,1,1143,1,0,0,0,0
3mKdM000000IKhuUAG,2024-07-30,setupnav:appManager,CHROME,2024-07-31T04:22:42Z,1,1,2031,1,0,0,0,0
3mKdM000000INTkUAO,2024-07-31,Account sfa:inspectionDesktopObjectHome,CHROME,2024-08-01T03:56:25Z,0,1,0,0,0,0,0,0
3mKdM000000ITRTUA4,2024-07-31,Account Record,CHROME,2024-08-01T03:56:25Z,2,3,5026,1,1,0,0,0
3mKdM000000IWB1UAO,2024-07-31,Account Record List,CHROME,2024-08-01T03:56:25Z,1,3,1005,1,0,0,0,0
3mKdM000000IWL3UAO,2024-07-31,Home,CHROME,2024-08-01T03:56:25Z,0,3,0,0,0,0,0,0
3mKdM000000IbZyUAK,2024-08-01,Account one:recordActionWrapper,CHROME,2024-08-02T04:23:15Z,2,2,5237,1,1,0,0,0
3mKdM000000IfHsUAK,2024-08-01,Account Record List,CHROME,2024-08-02T04:23:15Z,1,3,577,1,0,0,0,0
3mKdM000000Ij4CUAS,2024-08-01,Home,CHROME,2024-08-02T04:23:15Z,0,1,0,0,0,0,0,0
3mKdM000000ImZAUA0,2024-08-01,Account Record,CHROME,2024-08-02T04:23:15Z,1,1,1742,1,0,0,0,0
3mKdM000000InRbUAK,2024-08-01,Account sfa:inspectionDesktopObjectHome,CHROME,2024-08-02T04:23:15Z,0,1,0,0,0,0,0,0
3mKdM000000JMYqUAO,2024-08-05,onesetup:baseHomePage,CHROME,2024-08-06T04:14:18Z,0,1,0,0,0,0,0,0
3mKdM000000JR8mUAG,2024-08-05,process_home:flowListView,CHROME,2024-08-06T04:14:18Z,1,1,1312,1,0,0,0,0
3mKdM000000JRV2UAO,2024-08-05,Home,CHROME,2024-08-06T04:14:18Z,0,1,0,0,0,0,0,0
3mKdM000000JveSUAS,2024-08-07,onesetup:baseHomePage,CHROME,2024-08-08T04:31:41Z,1,1,1121,1,0,0,0,0
3mKdM000000K2bHUAS,2024-08-07,Home,CHROME,2024-08-08T04:31:41Z,0,1,0,0,0,0,0,0
3mKdM000000K2nCUAS,2024-08-07,onesetup:setupAlohaPage,CHROME,2024-08-08T04:31:41Z,2,3,2010,2,0,0,0,0
3mKdM000000KLN9UAO,2024-08-09,objectManager:objectList,CHROME,2024-08-10T04:33:47Z,1,1,699,1,0,0,0,0
3mKdM000000KVkiUAG,2024-08-09,Home,CHROME,2024-08-10T04:33:47Z,1,1,3612,0,1,0,0,0
3mKdM000000KVysUAG,2024-08-09,objectManager:objectDetailPage,CHROME,2024-08-10T04:33:47Z,5,5,3236,5,0,0,0,0
3mKdM000000Kp0PUAS,2024-08-12,Contact Record,CHROME,2024-08-13T04:34:46Z,0,3,0,0,0,0,0,0
3mKdM000000KpBeUAK,2024-08-12,objectManager:objectDetailPage,CHROME,2024-08-13T04:34:46Z,11,12,13271,11,0,0,0,0
3mKdM000000KpoTUAS,2024-08-12,Account sfa:inspectionDesktopObjectHome,CHROME,2024-08-13T04:34:46Z,0,1,0,0,0,0,0,0
3mKdM000000KquIUAS,2024-08-12,Account Record List,CHROME,2024-08-13T04:34:46Z,1,1,1538,1,0,0,0,0
3mKdM000000Kr3CUAS,2024-08-12,Home,CHROME,2024-08-13T04:34:46Z,0,1,0,0,0,0,0,0
3mKdM000000Kue3UAC,2024-08-12,Contact sfa:inspectionDesktopObjectHome,CHROME,2024-08-13T04:34:46Z,0,4,0,0,0,0,0,0
3mKdM000000KwIEUA0,2024-08-12,objectManager:objectList,CHROME,2024-08-13T04:34:46Z,2,3,1758,2,0,0,0,0
3mKdM000000KwrpUAC,2024-08-12,Contact one:recordActionWrapper,CHROME,2024-08-13T04:34:46Z,2,3,1594,2,0,0,0,0
3mKdM000000Kxm1UAC,2024-08-12,Contact runtime_pipeline_inspector:pipelineInspectorHome,CHROME,2024-08-13T04:34:46Z,0,9,0,0,0,0,0,0
3mKdM000000Ky2QUAS,2024-08-12,onesetup:baseHomePage,CHROME,2024-08-13T04:34:46Z,1,1,1135,1,0,0,0,0
3mKdM000000Kye9UAC,2024-08-12,Account Record,CHROME,2024-08-13T04:34:46Z,1,1,2099,1,0,0,0,0
3mKdM000000PLrUUAW,2024-09-05,objectManager:objectList,CHROME,2024-09-07T03:55:49Z,1,1,2262,1,0,0,0,0
3mKdM000000PRd3UAG,2024-09-06,Lightning Page,CHROME,2024-09-07T05:14:50Z,3,3,2779,3,0,0,0,0
3mKdM000000PXoKUAW,2024-09-06,objectManager:objectList,CHROME,2024-09-07T05:14:50Z,1,1,830,1,0,0,0,0
3mKdM000000PXueUAG,2024-09-06,onesetup:setupAlohaPage,CHROME,2024-09-07T05:14:50Z,6,6,6307,5,1,0,0,0
3mKdM000000PYtdUAG,2024-09-06,onesetup:baseHomePage,CHROME,2024-09-07T05:14:50Z,4,4,3430,4,0,0,0,0
3mKdM000000PnP5UAK,2024-09-09,Lightning Page,CHROME,2024-09-10T04:37:04Z,1,1,1454,1,0,0,0,0
3mKdM000000PohOUAS,2024-09-09,Project__c Record,CHROME,2024-09-10T04:37:04Z,4,4,7795,4,0,0,0,0
3mKdM000000PplIUAS,2024-09-09,onesetup:setupAlohaPage,CHROME,2024-09-10T04:37:04Z,2,2,1073,2,0,0,0,0
3mKdM000000Pq6eUAC,2024-09-09,Home,CHROME,2024-09-10T04:37:04Z,0,1,0,0,0,0,0,0
3mKdM000000PqLWUA0,2024-09-09,objectManager:objectDetailPage,CHROME,2024-09-10T04:37:04Z,48,50,52128,45,3,0,0,0
3mKdM000000Ps0YUAS,2024-09-09,objectManager:setupAlohaPage,CHROME,2024-09-10T04:37:04Z,1,1,536,1,0,0,0,0
3mKdM000000PsiiUAC,2024-09-09,objectManager:objectList,CHROME,2024-09-10T04:37:04Z,7,7,6947,7,0,0,0,0
