Id,PageOrSobjectType,Name,IsProtected,Url,EncodingKey,LinkType,OpenType,Height,Width,ShowsLocation,HasScrollbars,HasToolbar,HasMenubar,ShowsStatus,IsResizable,Position,ScontrolId,MasterLabel,Description,DisplayType,RequireRowSelection,NamespacePrefix,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp
00bdM00000146npQAA,Campaign,ViewCampaignInfluenceReport,False,/00O?rt=117&break0=CAN&scope=1&scopeid_lkid={!Campaign.Id}&scopeid={!Campaign_Name}&c=CAN&c=MR&c=PCS&c=CFN&c=RN&c=ON&c=OA&c=OS&c=OCD&c=AN&s=OA&duel0=CAN%2CMR%2CCFN%2CRN%2CAN%2CON%2CPCS%2COS%2COCD%2COA&details=yes&format=t,UTF-8,url,newWindow,500,500.0,False,True,False,False,False,True,none,,View Campaign Influence Report,,L,False,,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00bdM00000146nqQAA,Opportunity,DeliveryStatus,False,http://www.fedex.com/cgi-bin/tracking?tracknumbers={!Opportunity_Tracking_Number}&action=track&language=english&cntry_code=us,UTF-8,url,newWindow,600,,True,True,True,True,True,True,none,,Delivery Status,,L,False,,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00bdM00000146nrQAA,Account,Billing,False,http://www.genwatt.com/genwatt/billing.htm?actname={!Account_Name},UTF-8,url,newWindow,600,,True,True,True,True,True,True,none,,Billing,,L,False,,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00bdM00000146nsQAA,Case,UpsellCrosssellOpportunity,False,https://na1.salesforce.com/opp/oppedit.jsp?accid={!Account_ID}&opp3=Up-sell+/+Cross-sell&opp5=Existing+Customer&opp6=Customer+Support,UTF-8,url,newWindow,600,,True,True,True,True,True,True,none,,Up-sell / Cross-sell Opportunity,,L,False,,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00bdM0000016DuvQAE,Account,Google_This_Account,False,https://www.google.com/search?q={!Account.Name},UTF-8,url,newWindow,600,,False,True,False,False,False,True,none,,Google This Account,,L,True,,1720700545000,005dM000004WE3FQAW,1720700545000,005dM000004WE3FQAW,1720700545000
00bdM0000016Fv3QAE,Energy_Audit__c,Audit_Guidelines,False,/sfc/p/dM0000078k5r/a/dM00000012xR/ouYxsOR178X1pttI3z2q8BbJe48ASZPBcQ7ZNUQgo.s,UTF-8,url,newWindow,600,,False,True,False,False,False,True,none,,Audit Guidelines,,L,True,,1720699984000,005dM000004WE3FQAW,1720699984000,005dM000004WE3FQAW,1720699984000
00bdM0000016HX3QAM,Account,Map_Location,False,http://maps.google.com/maps?q={!Account.BillingStreet}%20{!Account.BillingCity}%20{!Account.BillingState}%20{!Account.BillingPostalCode},UTF-8,url,newWindow,600,,False,True,False,False,False,True,none,,Map Location,,B,True,,1720701150000,005dM000004WE3FQAW,1720701150000,005dM000004WE3FQAW,1720701150000
00bdM0000017G13QAE,Contact,Google_Info,False,https://www.google.com/search?q={!Contact.Name},UTF-8,url,newWindow,600,,False,True,False,False,False,True,none,,Google Info,,B,True,,1720761938000,005dM000004WE3FQAW,1720761938000,005dM000004WE3FQAW,1720761938000
