Id,DurableId,LastModifiedDate,LastModifiedById,QualifiedApiName,NamespacePrefix,DeveloperName,MasterLabel,Label,PluralLabel,DefaultCompactLayoutId,IsCustomizable,IsApexTriggerable,IsWorkflowEnabled,IsProcessEnabled,IsCompactLayoutable,DeploymentStatus,KeyPrefix,IsCustomSetting,IsDeprecatedAndHidden,IsReplicateable,IsRetrieveable,IsSearchLayoutable,IsSearchable,IsTriggerable,IsIdEnabled,IsEverCreatable,IsEverUpdatable,IsEverDeletable,IsFeedEnabled,IsQueryable,IsMruEnabled,DetailUrl,EditUrl,NewUrl,EditDefinitionUrl,HelpSettingPageName,HelpSettingPageUrl,RunningUserEntityAccessId,PublisherId,IsLayoutable,RecordTypesSupported,InternalSharingModel,ExternalSharingModel,HasSubtypes,IsSubtype,IsAutoActivityCaptureEnabled,IsInterface,ImplementsInterfaces,ImplementedBy,ExtendsInterfaces,ExtendedBy,DefaultImplementation
000000000000000AAA,Contract,,,Contract,,Contract,Contract,Contract,Contracts,Contract.SYSTEM,True,True,True,True,True,,800,False,False,True,True,True,True,True,True,True,True,True,False,True,True,/{ID},/{ID}/e,/800/e,,,,Contract.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Contract/describe/layouts/012000000000000AAA'}}]}",ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContractHistory,,,ContractHistory,,ContractHistory,Contract History,Contract History,Contract History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,ContractHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContractFeed,,,ContractFeed,,ContractFeed,Contract Feed,Contract Feed,Contract Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,ContractFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContractChangeEvent,,,ContractChangeEvent,,ContractChangeEvent,Contract Change Event,Contract Change Event,Contract Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,ContractChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,Order,,,Order,,Order,Order,Order,Orders,Order.SYSTEM,True,True,True,True,True,,801,False,False,True,True,True,True,True,True,True,True,True,False,True,True,/{ID},/{ID}/e,/801/e,,,,Order.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Order/describe/layouts/012000000000000AAA'}}]}",ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,OrderShare,,,OrderShare,,OrderShare,Order Share,Order Share,Order Share,,False,False,False,False,False,,0Fy,False,False,False,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/0Fy/e,,,,OrderShare.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,OrderHistory,,,OrderHistory,,OrderHistory,Order History,Order History,Order History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,OrderHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,OrderFeed,,,OrderFeed,,OrderFeed,Order Feed,Order Feed,Order Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,OrderFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,OrderChangeEvent,,,OrderChangeEvent,,OrderChangeEvent,Order Change Event,Order Change Event,Order Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,OrderChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,OrderItem,,,OrderItem,,OrderItem,Order Product,Order Product,Order Products,OrderItem.SYSTEM,True,True,True,False,True,,802,False,False,True,True,False,False,True,True,True,True,True,False,True,False,/{ID},/{ID}/e,/802/e,,,,OrderItem.005dM000004WE3FQAW,System,True,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,OrderItemHistory,,,OrderItemHistory,,OrderItemHistory,Order Product History,Order Product History,Order Product History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,OrderItemHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,OrderItemFeed,,,OrderItemFeed,,OrderItemFeed,Order Product Feed,Order Product Feed,Order Product Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,OrderItemFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,OrderItemChangeEvent,,,OrderItemChangeEvent,,OrderItemChangeEvent,Order Product Change Event,Order Product Change Event,Order Product Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,OrderItemChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,ContractContactRole,,,ContractContactRole,,ContractContactRole,Contract Contact Role,Contract Contact Role,Contract Contact Role,,False,False,False,False,False,,02a,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/02a/e,,,,ContractContactRole.005dM000004WE3FQAW,System,True,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,OpportunityStage,,,OpportunityStage,,OpportunityStage,Opportunity Stage,Opportunity Stage,Opportunity Stage,,False,False,False,False,False,,01J,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/01J/e,,,,OpportunityStage.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,LeadStatus,,,LeadStatus,,LeadStatus,Lead Status Value,Lead Status Value,Lead Status Value,,False,False,False,False,False,,01J,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/01J/e,,,,LeadStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,CaseStatus,,,CaseStatus,,CaseStatus,Case Status Value,Case Status Value,Case Status Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,CaseStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,SolutionStatus,,,SolutionStatus,,SolutionStatus,Solution Status Value,Solution Status Value,Solution Status Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,SolutionStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,PartnerRole,,,PartnerRole,,PartnerRole,Partner Role Value,Partner Role Value,Partner Role Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,PartnerRole.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,TaskPriority,,,TaskPriority,,TaskPriority,Task Priority Value,Task Priority Value,Task Priority Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,TaskPriority.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,TaskStatus,,,TaskStatus,,TaskStatus,Task Status Value,Task Status Value,Task Status Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,TaskStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,ContractStatus,,,ContractStatus,,ContractStatus,Contract Status Value,Contract Status Value,Contract Status Value,,False,False,False,False,False,,,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/null/e,,,,ContractStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,RecordType,,,RecordType,,RecordType,Record Type,Record Type,Record Types,,False,False,False,False,False,,012,False,False,True,True,False,False,False,True,True,True,False,False,True,True,/{ID},/{ID}/e,/012/e,,,,RecordType.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,RecordTypeLocalization,,,RecordTypeLocalization,,RecordTypeLocalization,Translation,Translation,Translation,,False,False,False,False,False,,01j,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01j/e,,,,RecordTypeLocalization.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,BusinessProcess,,,BusinessProcess,,BusinessProcess,Business Process,Business Process,Business Process,,False,False,False,False,False,,019,False,False,True,True,False,False,False,True,True,True,False,False,True,False,/{ID},/{ID}/e,/019/e,,,,BusinessProcess.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Organization,,,Organization,,Organization,Organization,Organization,Organizations,,False,False,True,False,False,,00D,False,False,True,True,False,False,False,True,True,True,False,False,True,False,/{ID},/{ID}/e,/00D/e,,,,Organization.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,MailmergeTemplate,,,MailmergeTemplate,,MailmergeTemplate,Mail Merge Template,Mail Merge Template,Mail Merge Template,,False,False,False,False,False,,01H,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01H/e,,,,MailmergeTemplate.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Scontrol,,,Scontrol,,Scontrol,Custom S-Control,Custom S-Control,Custom S-Controls,,False,False,False,False,False,,01N,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01N/e,,,,Scontrol.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,ScontrolLocalization,,,ScontrolLocalization,,ScontrolLocalization,Scontrol Localization,Scontrol Localization,Scontrol Localization,,False,False,False,False,False,,01j,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01j/e,,,,ScontrolLocalization.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Document,,,Document,,Document,Document,Document,Documents,,False,False,False,False,False,,015,False,False,True,True,False,True,False,True,True,True,True,False,True,True,/{ID},/{ID}/e,/015/e,,,,Document.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Folder,,,Folder,,Folder,Folder,Folder,Folders,,False,False,False,False,False,,00l,False,False,True,True,False,True,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/00l/e,,,,Folder.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,EmailStatus,,,EmailStatus,,EmailStatus,Email Status,Email Status,Email Status,,False,False,False,False,False,,018,False,False,False,False,False,False,False,True,True,True,True,False,False,False,/{ID},/{ID}/e,/018/e,,,,EmailStatus.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,WebLink,,,WebLink,,WebLink,Custom Button or Link,Custom Button or Link,Custom Buttons or Links,,False,False,False,False,False,,00b,False,False,True,True,False,True,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/00b/e,,,,WebLink.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,WebLinkLocalization,,,WebLinkLocalization,,WebLinkLocalization,Custom Link Localization,Custom Link Localization,Custom Link Localization,,False,False,False,False,False,,01j,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01j/e,,,,WebLinkLocalization.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,EmailTemplate,,,EmailTemplate,,EmailTemplate,Email Template,Email Template,Email Templates,,False,False,False,False,False,,00X,False,False,True,True,False,True,False,True,True,True,True,False,True,True,/{ID},/{ID}/e,/00X/e,,,,EmailTemplate.005dM000004WE3FQAW,System,True,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,EmailTemplateChangeEvent,,,EmailTemplateChangeEvent,,EmailTemplateChangeEvent,Email Template Change Event,Email Template Change Event,Email Template Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,EmailTemplateChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,DocumentAttachmentMap,,,DocumentAttachmentMap,,DocumentAttachmentMap,Document Entity Map,Document Entity Map,Document Entity Map,,False,False,False,False,False,,05X,False,False,False,True,False,False,False,True,True,True,False,False,True,False,/{ID},/{ID}/e,/05X/e,,,,DocumentAttachmentMap.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,BrandTemplate,,,BrandTemplate,,BrandTemplate,Letterhead,Letterhead,Letterheads,,False,False,False,False,False,,016,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/016/e,,,,BrandTemplate.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Name,,,Name,,Name,Name,Name,Names,,False,False,False,False,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,/{ID},/{ID}/e,/null/e,,,,Name.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,RecentlyViewed,,,RecentlyViewed,,RecentlyViewed,Recently Viewed,Recently Viewed,Recently Viewed,,False,False,False,False,False,,,False,False,False,False,False,False,False,True,False,True,True,False,True,False,/{ID},/{ID}/e,/null/e,,,,RecentlyViewed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,LoginHistory,,,LoginHistory,,LoginHistory,Login History,Login History,Login History,,False,False,False,False,False,,0Ya,False,False,False,True,False,False,False,True,False,True,True,False,True,False,/{ID},/{ID}/e,/0Ya/e,,,,LoginHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,LoginIp,,,LoginIp,,LoginIp,Login IP,Login IP,Login IP,,False,False,False,False,False,,710,False,False,False,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/710/e,,,,LoginIp.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,ClientBrowser,,,ClientBrowser,,ClientBrowser,Client Browser,Client Browser,Client Browser,,False,False,False,False,False,,713,False,False,False,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/713/e,,,,ClientBrowser.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Vote,,,Vote,,Vote,Vote,Vote,Votes,,False,False,False,False,False,,083,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/083/e,,,,Vote.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Community,,,Community,,Community,Zone,Zone,Zones,,False,False,False,False,False,,09a,False,False,False,True,False,False,False,True,False,False,False,False,True,False,/{ID},/{ID}/e,/09a/e,,,,Community.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,AggregateResult,,,AggregateResult,,AggregateResult,Aggregate Result,Aggregate Result,Aggregate Result,,False,False,False,False,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,/{ID},/{ID}/e,/null/e,,,,AggregateResult.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,Campaign,,,Campaign,,Campaign,Campaign,Campaign,Campaigns,Campaign.SYSTEM,True,True,True,True,True,,701,False,False,True,True,True,True,True,True,True,True,True,False,True,True,/{ID},/{ID}/e,/701/e,,,,Campaign.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Campaign/describe/layouts/012000000000000AAA'}}]}",FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignShare,,,CampaignShare,,CampaignShare,Campaign Share,Campaign Share,Campaign Share,,False,False,False,False,False,,08s,False,False,False,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/08s/e,,,,CampaignShare.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,CampaignHistory,,,CampaignHistory,,CampaignHistory,Campaign Field History,Campaign Field History,Campaign Field History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,CampaignHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignFeed,,,CampaignFeed,,CampaignFeed,Campaign Feed,Campaign Feed,Campaign Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,CampaignFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignChangeEvent,,,CampaignChangeEvent,,CampaignChangeEvent,Campaign Change Event,Campaign Change Event,Campaign Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,CampaignChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignMemberStatus,,,CampaignMemberStatus,,CampaignMemberStatus,Campaign Member Status,Campaign Member Status,Campaign Member Statuses,CampaignMemberStatus.SYSTEM,False,False,False,False,True,,01Y,False,False,True,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01Y/e,,,,CampaignMemberStatus.005dM000004WE3FQAW,System,True,{'recordTypeInfos': []},FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignMemberStatusChangeEvent,,,CampaignMemberStatusChangeEvent,,CampaignMemberStatusChangeEvent,Campaign Member Status Change Event,Campaign Member Status Change Event,Campaign Member Status Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,CampaignMemberStatusChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},FullAccess,Private,False,False,False,False,,,,,
000000000000000AAA,CampaignMember,,,CampaignMember,,CampaignMember,Campaign Member,Campaign Member,Campaign Members,CampaignMember.SYSTEM,True,True,True,False,True,,00v,False,False,True,True,False,False,True,True,True,True,True,False,True,False,/{ID},/{ID}/e,/00v/e,,,,CampaignMember.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/CampaignMember/describe/layouts/012000000000000AAA'}}]}",ControlledByCampaign,ControlledByCampaign,False,False,False,False,,,,,
000000000000000AAA,CampaignMemberChangeEvent,,,CampaignMemberChangeEvent,,CampaignMemberChangeEvent,Campaign Member Change Event,Campaign Member Change Event,Campaign Member Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,CampaignMemberChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ControlledByCampaign,ControlledByCampaign,False,False,False,False,,,,,
000000000000000AAA,Account,,,Account,,Account,Account,Account,Accounts,Account.SYSTEM,True,True,True,True,True,,001,False,False,True,True,True,True,True,True,True,True,True,True,True,True,/{ID},/{ID}/e,/001/e,,,,Account.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Account/describe/layouts/012000000000000AAA'}}]}",ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,AccountShare,,,AccountShare,,AccountShare,Account Share,Account Share,Account Share,,False,False,False,False,False,,00r,False,False,False,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/00r/e,,,,AccountShare.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,AccountHistory,,,AccountHistory,,AccountHistory,Account History,Account History,Account History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,AccountHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,AccountFeed,,,AccountFeed,,AccountFeed,Account Feed,Account Feed,Account Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,AccountFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,AccountChangeEvent,,,AccountChangeEvent,,AccountChangeEvent,Account Change Event,Account Change Event,Account Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,AccountChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,Contact,,,Contact,,Contact,Contact,Contact,Contacts,Contact.SYSTEM,True,True,True,True,True,,003,False,False,True,True,True,True,True,True,True,True,True,True,True,True,/{ID},/{ID}/e,/003/e,,,,Contact.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Contact/describe/layouts/012000000000000AAA'}}]}",ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContactShare,,,ContactShare,,ContactShare,Contact Share,Contact Share,Contact Share,,False,False,False,False,False,,03s,False,False,False,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/03s/e,,,,ContactShare.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,ContactHistory,,,ContactHistory,,ContactHistory,Contact History,Contact History,Contact History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,ContactHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContactFeed,,,ContactFeed,,ContactFeed,Contact Feed,Contact Feed,Contact Feed,,False,False,False,False,False,,0D5,False,False,True,True,False,False,False,True,False,False,True,False,True,False,/{ID},/{ID}/e,/0D5/e,,,,ContactFeed.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,ContactChangeEvent,,,ContactChangeEvent,,ContactChangeEvent,Contact Change Event,Contact Change Event,Contact Change Event,,False,True,False,False,False,,1CE,False,False,False,True,False,False,True,False,True,True,True,False,False,False,/{ID},/{ID}/e,/1CE/e,,,,ContactChangeEvent.005dM000004WE3FQAW,CDC,False,{'recordTypeInfos': []},ReadWrite,Private,False,False,False,False,,,,,
000000000000000AAA,Lead,,,Lead,,Lead,Lead,Lead,Leads,Lead.SYSTEM,True,True,True,True,True,,00Q,False,False,True,True,True,True,True,True,True,True,True,True,True,True,/{ID},/{ID}/e,/00Q/e,,,,Lead.005dM000004WE3FQAW,System,True,"{'recordTypeInfos': [{'available': True, 'defaultRecordTypeMapping': True, 'name': 'Master', 'developerName': 'Master', 'recordTypeId': '012000000000000AAA', 'active': True, 'master': True, 'urls': {'layout': '/services/data/v59.0/sobjects/Lead/describe/layouts/012000000000000AAA'}}]}",ReadWriteTransfer,Private,False,False,False,False,,,,,
000000000000000AAA,LeadShare,,,LeadShare,,LeadShare,Lead Share,Lead Share,Lead Share,,False,False,False,False,False,,01o,False,False,False,True,False,False,False,True,True,True,True,False,True,False,/{ID},/{ID}/e,/01o/e,,,,LeadShare.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWrite,ReadWrite,False,False,False,False,,,,,
000000000000000AAA,LeadHistory,,,LeadHistory,,LeadHistory,Lead History,Lead History,Lead History,,False,False,False,False,False,,017,False,False,True,True,False,False,False,True,True,False,True,False,True,False,/{ID},/{ID}/e,/017/e,,,,LeadHistory.005dM000004WE3FQAW,System,False,{'recordTypeInfos': []},ReadWriteTransfer,Private,False,False,False,False,,,,,
