Id,PermissionSetId,PermissionSetGroupId,AssigneeId,SystemModstamp,ExpirationDate,IsActive,IsRevoked
0PadM000001r3iRSAQ,0PSdM000004RA81WAG,,005dM000004WWvQQAW,1720590630000,,True,False
0PadM000001r3iTSAQ,0PSdM000004RA7RWAW,,005dM000004WWvTQAW,1720590630000,,True,False
0PadM000001r3iUSAQ,0PSdM000004RA86WAG,,005dM000004WWvRQAW,1720590630000,,True,False
0PadM000001r3iVSAQ,0PSdM000004RA82WAG,,005dM000004WWvJQAW,1720590630000,,True,False
0PadM000001r3iYSAQ,0PSdM000004RA7qWAG,,005dM000004WE3FQAW,1720590630000,,True,False
0PadM0000028rpDSAQ,0PSdM000004RA7qWAG,,005dM000005AMdtQAG,1721282965000,,True,False
