Id,Status,IsProvisioned,AllowedLicenses,UsedLicenses,IsAvailableForIntegrations,ExpirationDate,CreatedDate,LastModifiedDate,SystemModstamp,NamespacePrefix
050dM000003eDlhQAE,Free,False,-1,0,False,,1720590630000,1720590630000,1720590913000,sf_com_apps
050dM000003eDliQAE,Free,False,-1,0,False,,1720590630000,1720590630000,1720590913000,trlhdtips
050dM000003pn1mQAA,Active,False,-1,0,False,,1720780989000,1720780989000,1720780989000,prompts112019
050dM000003psizQAA,Active,False,-1,0,False,,1720780917000,1720780917000,1720780917000,prompts102019
050dM000003ptQXQAY,Active,False,-1,0,False,,1720781028000,1720781028000,1720781028000,prompts072020
