Id,IsDeleted,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,UserId,ListViewId,SobjectType,LastViewedChart
0NadM0000001iYTSAY,False,1720683891000,005dM000004WE3FQAW,1720683961000,005dM000004WE3FQAW,1720683961000,005dM000004WE3FQAW,00BdM000009ePttUAE,Opportunity,0DddM0000000h9pSAA
