Id,Name,Description,TagModel,CreatedById,CreatedDate,LastModifiedById,SystemModstamp,LastModifiedDate,DefaultRecordTypeId,IsRestrictContentTypes,IsRestrictLinkedContentTypes,WorkspaceType,ShouldAddCreatorMembership,LastWorkspaceActivityDate,RootContentFolderId,NamespacePrefix,DeveloperName,WorkspaceImageId
058dM0000011180QAA,Asset Library,,U,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000,,False,False,B,False,1720590630000,,,sfdc_asset_company_assets,
