Id,MasterLabel,ApiName,SortOrder,IsDefault,IsConverted,CreatedById,CreatedDate,LastModifiedById,LastModifiedDate,SystemModstamp
01JdM00000BK4DGUA1,Closed - Converted,Closed - Converted,3,False,True,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
01JdM00000BK4DHUA1,Closed - Not Converted,Closed - Not Converted,4,False,False,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
01JdM00000BK4DIUA1,Open - Not Contacted,Open - Not Contacted,1,True,False,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
01JdM00000BK4DJUA1,Working - Contacted,Working - Contacted,2,False,False,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1720590630000
