Id,Record,RecordName,DeletedById,DeletedDate,SobjectName,SystemModstamp
00CdM00000Cg1f8UAB,a06dM00000436MkQAI,Project Yosemite3,005dM000004WE3FQAW,2024-09-09T09:15:40Z,Project,2024-09-09T09:15:40Z
