Id,Name,IsActive,IsDefault,SundayStartTime,SundayEndTime,MondayStartTime,MondayEndTime,TuesdayStartTime,TuesdayEndTime,WednesdayStartTime,WednesdayEndTime,ThursdayStartTime,ThursdayEndTime,FridayStartTime,FridayEndTime,SaturdayStartTime,SaturdayEndTime,TimeZoneSidKey,SystemModstamp,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,LastViewedDate
01mdM000003h4t3QAA,Default,True,True,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,00:00:00.000Z,America/Los_Angeles,2024-07-10T05:50:30Z,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-09-17T04:55:40Z
