Id,Status,IsProvisioned,AllowedLicenses,UsedLicenses,IsAvailableForIntegrations,ExpirationDate,CreatedDate,LastModifiedDate,SystemModstamp,NamespacePrefix
050dM000003eDlhQAE,Free,False,-1,0,False,,2024-07-10T05:50:30Z,2024-07-10T05:50:30Z,2024-07-10T05:55:13Z,sf_com_apps
050dM000003eDliQAE,Free,False,-1,0,False,,2024-07-10T05:50:30Z,2024-07-10T05:50:30Z,2024-07-10T05:55:13Z,trlhdtips
050dM000003pn1mQAA,Active,False,-1,0,False,,2024-07-12T10:43:09Z,2024-07-12T10:43:09Z,2024-07-12T10:43:09Z,prompts112019
050dM000003psizQAA,Active,False,-1,0,False,,2024-07-12T10:41:57Z,2024-07-12T10:41:57Z,2024-07-12T10:41:57Z,prompts102019
050dM000003ptQXQAY,Active,False,-1,0,False,,2024-07-12T10:43:48Z,2024-07-12T10:43:48Z,2024-07-12T10:43:48Z,prompts072020
