Id,MetricsDate,FlexiPageType,FlexiPageNameOrId,SystemModstamp,RecordCountEPT,TotalCount,MedianEPT,SumEPT,EptBinUnder3,EptBin3To5,EptBin5To8,EptBin8To10,EptBinOver10,CoresBinUnder2,CoresBin2To4,CoresBin4To8,CoresBinOver8,DownlinkBinUnder3,DownlinkBin3To5,DownlinkBin5To8,DownlinkBin8To10,DownlinkBinOver10,RttBinUnder50,RttBin50To150,RttBinOver150
7pVdM0000003dUyUAI,2024-07-18,UtilityBar,0M0dM000001HdlzSAC,1721360838000,3,5,3693,12155,0,2,1,0,0,0,0,5,0,0,0,2,3,0,4,1,0
7pVdM0000003jfCUAQ,2024-07-19,UtilityBar,0M0dM000001HdlzSAC,1721450507000,0,2,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
7pVdM0000003p6KUAQ,2024-07-22,UtilityBar,0M0dM000001HdlzSAC,1721706337000,0,3,-1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,2,1,0
7pVdM0000003tHHUAY,2024-07-23,UtilityBar,0M0dM000001XLjRSAW,1721792435000,6,9,1097,6729,6,0,0,0,0,0,0,9,0,2,1,2,4,0,3,6,0
7pVdM0000003tHdUAI,2024-07-23,RecordPage,sfa__Account_rec_L_3col,1721792435000,1,1,3090,3090,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000003tHtUAI,2024-07-23,UtilityBar,0M0dM000001HdlzSAC,1721792435000,6,9,2335,14955,5,1,0,0,0,0,0,9,0,1,0,0,8,0,4,5,0
7pVdM0000003tXbUAI,2024-07-23,RecordPage,flexipage__default_rec_L,1721792435000,1,2,1087,1087,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1
7pVdM0000003u5jUAA,2024-07-23,RecordPage,sfa__Opportunity_rec_L_3col,1721792435000,1,1,3739,3739,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7pVdM0000003xVAUAY,2024-07-24,UtilityBar,0M0dM000001HdlxSAC,1721880094000,2,4,1183,2367,2,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0
7pVdM0000003zqCUAQ,2024-07-24,UtilityBar,0M0dM000001HdlzSAC,1721880094000,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM00000043XyUAI,2024-07-25,UtilityBar,0M0dM000001HdlxSAC,1721967550000,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7pVdM0000004CbRUAU,2024-07-29,UtilityBar,0M0dM000001HdlxSAC,1722313051000,1,1,850,850,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7pVdM0000004Ch4UAE,2024-07-29,UtilityBar,0M0dM000001HdlySAC,1722313051000,1,1,3044,3044,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7pVdM0000004EkyUAE,2024-07-30,HomePage,home__desktopDefault,1722398795000,3,3,911,3602,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
7pVdM0000004FxQUAU,2024-07-30,UtilityBar,0M0dM000001dgEvSAI,1722398795000,7,7,961,8457,7,0,0,0,0,0,0,7,0,0,0,2,5,0,7,0,0
7pVdM0000004G69UAE,2024-07-30,UtilityBar,0M0dM000001HdlySAC,1722398795000,2,2,2169,4339,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
7pVdM0000004I61UAE,2024-07-30,RecordPage,flexipage__default_rec_L,1722398795000,1,1,1676,1676,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000004IjpUAE,2024-07-31,UtilityBar,0M0dM000001HdlySAC,1722487867000,1,4,3115,3115,0,1,0,0,0,0,0,4,0,0,1,0,3,0,4,0,0
7pVdM0000004JOzUAM,2024-07-31,RecordPage,0M0dM000001XtpxSAC,1722487867000,1,1,1911,1911,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7pVdM0000004LvBUAU,2024-07-31,UtilityBar,0M0dM000001dgEvSAI,1722487867000,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000004OJvUAM,2024-08-01,UtilityBar,0M0dM000001HdlySAC,1722572983000,1,2,1688,1688,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
7pVdM0000004PrMUAU,2024-08-01,RecordPage,0M0dM000001XtpxSAC,1722572983000,1,1,1742,1742,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000004YQAUA2,2024-08-05,UtilityBar,0M0dM000001HdlySAC,1722917071000,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7pVdM0000004hqYUAQ,2024-08-07,UtilityBar,0M0dM000001HdlySAC,1723091208000,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7pVdM0000004nwFUAQ,2024-08-09,UtilityBar,0M0dM000001HdlySAC,1723261791000,1,1,3612,3612,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000004sgMUAQ,2024-08-12,RecordPage,0M0dM000001XtpxSAC,1723522437000,1,1,2099,2099,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM0000004uLMUAY,2024-08-12,RecordPage,0M0dM000001JlYvSAK,1723522437000,2,6,797,1594,2,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0
7pVdM0000004uLNUAY,2024-08-12,UtilityBar,0M0dM000001HdlySAC,1723522437000,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7pVdM000000648iUAA,2024-09-09,UtilityBar,0M0dM000001HdlySAC,1725940564000,4,5,2015,7795,4,0,0,0,0,0,0,5,0,0,0,3,2,0,5,0,0
7pVdM0000006ChLUAU,2024-09-12,UtilityBar,0M0dM000001HdlySAC,1726205963000,1,1,1710,1710,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
