Id,Name,Description,TagModel,CreatedById,CreatedDate,LastModifiedById,SystemModstamp,LastModifiedDate,DefaultRecordTypeId,IsRestrictContentTypes,IsRestrictLinkedContentTypes,WorkspaceType,ShouldAddCreatorMembership,LastWorkspaceActivityDate,RootContentFolderId,NamespacePrefix,DeveloperName,WorkspaceImageId
058dM0000011180QAA,Asset Library,,U,005dM000004WE3FQAW,2024-07-10T05:50:30Z,005dM000004WE3FQAW,2024-07-10T05:50:30Z,2024-07-10T05:50:30Z,,False,False,B,False,2024-07-10T05:50:30Z,,,sfdc_asset_company_assets,
