Id,UsersId,CreatedDate,LastModifiedDate,NumSecondsValid,UserType,SourceIp,LoginType,SessionType,SessionSecurityLevel,LogoutUrl,ParentId,LoginHistoryId,LoginGeoId,IsCurrent
0AkdM00000AtsEcSAJ,005dM000004WE3FQAW,1726459165000,1726463605000,7200,Standard,192.109.146.231,Other Apex API,API,STANDARD,,,0YadM000009R2XBSA0,04FdM00000900MbUAI,False
0AkdM00000AtuY1SAJ,005dM000004WE3FQAW,1726458791000,1726460892000,7200,Standard,136.226.233.32,Application,UI,STANDARD,,,0YadM000009QyU3SAK,04FdM000008zwmTUAQ,False
0AkdM00000Au0YDSAZ,005dM000004WE3FQAW,1726458794000,1726460776000,7200,Standard,136.226.233.32,Application,Aura,STANDARD,,0AkdM00000AtuY1SAJ,0YadM000009QyU3SAK,04FdM000008zwmTUAQ,False
0AkdM00000Au2YaSAJ,005dM000004WE3FQAW,1726458792000,1726458792000,7200,Standard,136.226.233.32,Application,Content,STANDARD,,0AkdM00000AtuY1SAJ,0YadM000009QyU3SAK,04FdM000008zwmTUAQ,False
0AkdM00000Au2oBSAR,005dM000004WE3FQAW,1726458798000,1726458792000,7200,Standard,136.226.233.32,Application,InternalServiceCall,STANDARD,,0AkdM00000AtuY1SAJ,0YadM000009QyU3SAK,04FdM000008zwmTUAQ,False
